Influenza-like illness (ICD9 487) first (F) and new (N) episodes,,,,,,,,,,
"Weekly incidence rates per 100,000 ",,,,,,,,,,
,,,,,,,,,,
Year,Week,Total,<1,1-4,5-14,15-24,25-44,45-64,65-74,75+
1995,1,73.91,27.39,72.79,34.46,93.5,91.21,71.02,63.7,66.15
,2,94.97,54.73,50.3,75.7,156.26,113.38,94.39,35.29,51.92
,3,101.28,0,95.1,144.69,122.8,109.51,94.38,49.44,47.16
,4,101.06,27.96,183.65,160.52,105.75,105.45,81.84,50.5,29.01
,5,151.8,52,170.75,273.93,143.8,164.92,126.87,62.03,60.07
,6,157.19,226.05,208.36,219.92,177.53,192.41,115.61,58.22,48.41
,7,141.49,54.42,139.77,209.39,127.79,166.68,133.64,53.09,70.63
,8,109.36,80.36,155.31,119.75,135.55,141.61,76.54,32.09,66.51
,9,88.28,140.41,97.48,72.85,100.87,112.67,88.73,36.35,28.93
,10,56.5,0,57.41,49.59,59.83,76.06,52.35,46.39,10.32
,11,65.65,64.31,76.86,73.5,87.32,82.3,47.31,27.74,36.95
,12,58.05,28.85,116.25,68.65,54.01,67.32,49.05,22.29,34.8
,13,55.36,52.98,58.63,98.17,57.21,58.85,47.05,20.16,22.03
,14,47.39,29.33,70.51,63.55,41.84,59.64,39.5,18.1,19.03
,15,30.84,55.79,66.42,18.08,21.39,44.28,24.3,27.87,4.59
,16,26.13,0,32.74,6.66,37.18,32.26,24.81,20.44,26.37
,17,23.01,76.79,15.39,14.63,26.44,27.64,25.74,6.43,20.87
,18,35.24,25.08,60.26,38.83,54.01,39.16,31,3.15,12.2
,19,13.39,0,28.04,13.68,19.16,12.72,9.02,3.6,23.17
,20,22.83,0,32.61,19.8,32.18,30.62,18.16,10.03,4.26
,21,24.99,25.6,30.62,29.12,39.34,30.93,12.8,9.58,20.49
,22,21.32,49.3,14.75,10.04,44.75,22.44,18.38,6.34,24.64
,23,25.86,24.06,38.54,19.62,20.78,27.73,31.22,12.25,27.66
,24,17.84,24.76,34.79,18.14,19.08,18.11,13.72,25.03,4.03
,25,23.26,24.51,44.41,28.1,12.72,27.49,23.88,12.49,8.04
,26,20.25,48.51,9.82,19.94,31.64,27.24,15.84,6.21,3.99
,27,21.24,26.4,15.9,21.49,36.05,23.07,19.51,13.25,4.23
,28,22.49,25.04,45.36,34.91,28.13,24.61,15.24,6.4,4.1
,29,18.64,0,40.19,16.32,19.4,20.03,13.99,12.8,24.56
,30,16.13,0,30.65,12.31,19.39,17.72,9.35,25.93,12.46
,31,11.96,26.46,21.18,4.27,17.86,20.18,4.84,3.36,4.24
,32,14.94,74.2,9.98,10.03,25.25,20.77,9.12,9.43,0
,33,7.83,0,14.94,2,8.38,12.06,5.67,3.14,7.99
,34,9.31,0,0,4.07,21.34,7.89,10.44,9.62,8.12
,35,12.2,0,29.75,3.97,18.79,16.28,11.27,0,3.96
,36,13.69,26.96,21.46,4.29,22.52,18.46,9.64,6.73,8.45
,37,17.98,0,21.76,13.01,24.78,23.18,14.53,13.56,8.51
,38,25.78,26.76,10.67,21.31,33.38,39.25,21.57,10.09,4.22
,39,29.61,27.11,21.51,30.05,51.28,39.57,14.49,6.82,29.77
,40,36.86,26.29,26.15,39.55,41.28,47.47,29.29,16.38,36.87
,41,38.6,27.17,27.07,28.14,42.82,39.86,45.24,37.71,34.29
,42,46.91,52.33,46.65,52.14,67.95,53.25,37.93,19.6,32.78
,43,49.63,25.54,81.19,30.69,60.45,59.9,42.81,35.08,40.01
,44,55.38,103.04,46.11,49.8,87.26,60.56,52.12,33.09,20.67
,45,68.61,99.3,108.75,61.77,125,70.62,49.15,22.19,55.7
,46,110.6,130.68,162.03,148.76,149.21,111.34,87.86,60.54,54.87
,47,159.77,333.59,240.57,227.15,229.38,147.89,119.09,86.93,87.53
,48,212.4,391.03,429.09,270.02,247.95,194.02,198.36,109.12,89.08
,49,155.99,80.19,255.1,210.92,153.84,152.69,127.57,121.19,139.83
,50,171.64,108.84,287.13,201.22,211.01,175.46,126.59,133.7,141.67
,51,165.16,165.06,278.26,152.57,148.03,159.51,158.98,126.78,225.85
,52,105.71,208.71,131.3,25.16,119.36,116.23,124.99,102.12,92.81
1996,1,116.6,49.7,110.02,45.99,96.88,128.03,132.6,152.96,157.66
,2,102.15,0,82.01,57.86,70.62,114.23,119.41,111.03,153.43
,3,58.8,24.71,50.18,63.63,70.46,59.09,63.53,41.36,43.6
,4,29.41,24.01,29.09,25.09,35.42,30.51,35.4,24.81,7.73
,5,35.97,0,39.23,46.59,41.66,35.11,40.98,15.52,19.41
,6,29.88,0,65.2,22.29,53.95,30.87,21.12,14.8,22.12
,7,35.24,46.77,47.91,44.04,41.18,44.03,29.38,12.11,3.77
,8,29.56,0,56.32,29.9,32.12,45.36,16.98,8.94,3.72
,9,28.41,0,46.69,44.56,28.01,34.79,20.05,17.77,0
,10,25.76,23.65,49.52,25.52,25.29,29.88,24.33,12.37,11.52
,11,33.93,52.88,81.5,55.2,25.27,35.5,22.8,26.96,8.37
,12,39.4,26.5,43.36,59.25,36.71,44.79,28.93,30.89,25.71
,13,34.6,76.16,41.43,49,28.71,47.11,20.88,9.93,24.66
,14,24.53,0,49.41,32.6,16.4,25.41,25.25,7.17,22.21
,15,25.65,25.12,35.64,22.23,19.68,29.62,19.82,26.42,36.69
,16,27.53,47.15,33.71,5.76,28.96,38.71,29.74,9.31,23.05
,17,21.15,48.08,29.48,7.87,29.93,23.52,16.81,31.52,11.7
,18,19.34,0,54.2,13.68,23.21,17.68,20.23,15.82,7.86
,19,15.38,23.02,18.87,13.18,20.28,21.05,10.81,6.1,7.56
,20,17.05,47.87,19.64,19.52,27.31,17.74,15.79,6.39,0
,21,19.59,23.39,4.72,18.81,36.51,24.28,11.89,15.25,11.32
,22,15.22,0,14.69,5.87,16.8,21.02,12.45,22.23,7.86
,23,11.25,0,9.74,15.5,16.65,10.01,14.56,3.15,0
,24,7.78,24.78,4.97,9.89,6.42,8.47,4.5,12.64,7.85
,25,12.26,0,29.35,17.57,12.64,17.53,2.22,9.31,3.84
,26,13.27,0,24.46,13.65,18.97,9.18,15.5,15.52,3.84
,27,19.39,0,9.78,21.45,18.95,25.86,17.7,9.31,15.35
,28,18.44,51.1,41.7,14.35,19.82,23.18,12.99,3.32,16.28
,29,11.66,76.22,26.08,14.35,8.81,14.26,5.9,9.96,0
,30,9.65,23.27,9.46,3.76,12.13,16.17,7.54,3.05,0
,31,12.52,23.95,14.78,3.89,12.48,15.11,13.3,15.6,7.65
,32,14.18,0,14.91,11.92,21.36,7.69,24.15,9.78,8.04
,33,12.88,0,15.1,13.96,17.11,16.37,8,12.91,3.99
,34,12.95,23.12,33.29,17.03,18.31,15.44,5.43,3.07,3.79
,35,8.17,0,14.58,5.81,8.31,13.29,5.59,0,3.89
,36,8.78,0,4.9,3.91,21.01,10.08,7.92,0,7.93
,37,15.49,0,9.79,3.9,27.34,23.52,11.31,12.86,3.96
,38,20.75,0,9.97,11.93,32.06,31.57,16.13,13.08,4.04
,39,22.3,0,24.6,13.71,39.86,26.98,13.66,16.19,23.94
,40,23.43,0,9.56,7.56,46.66,32.62,17.35,12.33,18.91
,41,27.05,0,19.35,19.12,37.04,32.95,26.48,12.57,27.07
,42,23.85,0,14.82,9.79,33.66,33.7,18.2,22.69,19.88
,43,25.04,0,20.31,14.06,30.25,30.26,28.15,23.32,12.22
,44,18.31,0,14.35,18.77,16.26,24.26,18.25,9.18,11.21
,45,20.55,22.35,14.37,26.3,24.48,22.66,20.39,12.25,7.46
,46,22.65,0,10.22,24.17,32.58,26.7,17.07,16.24,23.58
,47,26.39,0,24.2,19.04,41.33,28.64,26.22,15.67,22.84
,48,33.43,44.99,19.38,24.75,60.04,45.82,21.85,9.4,22.84
,49,55.08,43.98,47.38,57.59,123.41,50.16,38.99,35.98,36.28
,50,87.03,45.01,91.84,96.32,154.56,90.17,74.26,30.67,48.25
,51,126.2,189.3,148.09,131.33,185.99,125.21,106.32,106.09,75.92
,52,123.11,22.18,104.4,107.71,164.39,121.03,129.48,132.1,86.91
1997,1,242.4,218.45,185.66,88.35,280.27,248.01,290.85,279,281.18
,2,241.69,67.04,128.74,85.6,254.68,258.6,328.6,277.99,218.26
,3,166.63,22.73,87.56,128.78,140.86,183.18,223.82,125.22,147.26
,4,143,44.65,135.77,163.96,170.19,158.83,143.37,93.88,61.93
,5,141.82,20.7,134.93,197.44,141.97,165.53,131.42,81.04,55.72
,6,130.8,41.3,112.75,148.53,105.22,179.85,125.4,66.61,38.32
,7,115.66,21.07,102.22,101.19,96.45,153.2,121.06,87.77,44.31
,8,85.1,0,84.43,58.34,79.4,100.75,104.96,52.32,60.37
,9,60.77,21.99,76.4,35.21,62.13,87.52,46.1,15.75,85.07
,10,40.5,0,29.57,40.13,38.55,49.78,42.04,22.91,32.02
,11,31.52,109.48,52.78,40.64,16.6,30.37,32.94,34.03,7.48
,12,34.57,64.63,42.58,34.76,28.75,34.7,39.9,33.66,14.89
,13,18.75,42.94,37.99,12.84,22.62,22.92,11.55,12.18,18.42
,14,16.72,20.58,45.43,10.53,23.5,15.08,18.97,2.91,10.48
,15,17.1,20.25,31.4,17.27,15.31,22.3,15.62,5.69,3.43
,16,19.58,20.46,13.61,17.5,17.38,27,15.73,14.47,17.46
,17,17.37,0,40.8,13.89,17.25,21.72,16.47,8.56,3.44
,18,15.6,0,23.38,12.31,17.42,16.21,20.5,8.7,3.51
,19,9.53,39.68,26.65,15.14,5.58,8.75,8.4,2.76,3.33
,20,12.63,40.56,31.66,10.25,11.34,15.6,12.35,0,3.4
,21,14.2,19.92,35.7,8.43,22.34,16.07,9.37,8.25,9.91
,22,6.44,19.8,26.63,6.71,7.68,2.92,6.51,5.48,3.29
,23,7.33,19.39,12.96,9.77,13.08,7.83,3.62,5.29,0
,24,12.95,58.53,26.07,9.79,14.95,10.74,13.5,13.12,6.33
,25,13.44,38.92,8.69,13.03,18.02,12.75,9.83,15.55,18.67
,26,12.51,0,21.48,9.63,16.09,15.49,10.69,5.2,9.36
,27,16.07,76,4.25,20.88,12.46,20.97,13.34,5.25,12.48
,28,12.76,19.09,33.82,9.53,19.37,11.8,12.31,7.68,3.07
,29,17.38,0,55.77,25.68,21.42,16.82,11.58,7.84,3.14
,30,8.77,18.57,28.61,4.63,17.19,10.77,2.58,2.52,6.04
,31,8.56,0,0,10.81,13.74,14.14,4.3,2.52,0
,32,9.47,20.72,9.12,3.44,19.44,9.68,8.49,5.54,9.84
,33,7.5,0,0,6.55,9.04,12.76,3.58,2.64,9.4
,34,8.18,0,12.33,3.1,12.06,10.13,10.34,2.53,0
,35,7.3,0,0,0,7,12.46,7.88,2.57,9.23
,36,11.2,18.73,12.31,6.17,18.86,14.13,6.87,10.06,9.03
,37,11.7,39.56,21.42,12.83,19.59,11.3,6.26,7.88,9.43
,38,20.49,20.76,22.65,16.83,31.79,22.22,20.49,16.43,3.3
,39,22.64,19.14,20.79,24.93,34.37,28.73,17.34,10.11,6.04
,40,32.37,21.3,31.92,18.73,48.62,40.54,31.21,16.48,19.58
,41,29.35,0,25.48,18.99,50.51,36.18,27.04,15.16,15.02
,42,38.74,19.68,47.37,32.04,50.99,47.99,23.77,40.76,36.52
,43,34.01,0,27.39,20.19,48.06,40.87,33.98,18.61,34.92
,44,36.09,77.41,50.67,26.66,60.33,38.79,33.47,17.55,14.91
,45,40.6,39.87,43.63,21.06,46.31,52.07,35.39,46.48,27.57
,46,35.98,38.81,68.01,23.74,47.15,41.41,30.66,17.81,33.39
,47,31.77,60.86,44.21,26.35,43.54,31.44,29.1,21.22,31.52
,48,33.27,21.04,50.42,37.36,26.09,38.39,33.36,16.32,25.7
,49,35.02,41.06,53.3,19.99,47.67,42.28,33,18.87,22.15
,50,42.12,104.84,63.78,50.84,55.91,45.09,29.57,37.98,12.76
,51,41.59,88.87,52.84,56.87,46.84,43.69,32.7,31.06,23.37
,52,28.02,43.51,60.6,25.97,30.4,29.43,23.49,24.82,16.17
1998,1,44.25,64.06,40.8,28.51,46.05,53.44,39.52,36.88,55.87
,2,48.39,0,33.03,8.7,80.9,52.56,58.91,47.04,32.49
,3,32.76,22.15,23.72,33.31,36.55,39.93,30.37,19.6,26.13
,4,26.69,0,15.15,46.38,38.73,25.32,22.01,14.84,17.22
,5,41.96,64.61,37.07,63.41,49.31,51.36,31.81,13.92,16.26
,6,56.78,41.49,98.45,98.09,74.16,58.79,40.25,16.41,16.02
,7,73.15,103.82,170.52,104.9,96.32,67.07,55.07,21.5,50.53
,8,64.37,43.02,128.94,70.11,71.7,73.35,51.63,35.73,38.59
,9,55.44,21.56,68.76,56.81,63.45,58.92,57.41,33.51,39.1
,10,51.05,104.19,62.18,54.57,66.23,52.29,49.39,21.45,37.69
,11,52.41,45.42,68.13,73.29,59.53,62.2,47.01,17.12,10.06
,12,51.12,22.1,51.74,66.08,54.28,49.51,56.83,30.55,32.66
,13,50.3,45.32,38.3,62.74,69.94,49.72,46.8,40.91,27.73
,14,45.41,0,48.09,48.69,54.12,42.11,49.14,29.52,49.02
,15,28.14,0,33.15,8.87,17.76,40.78,34.91,32.07,0
,16,20.46,0,27.23,5.12,17.09,27.79,25.1,13.98,13.15
,17,28.09,0,18.79,12.27,31.06,39.45,29.4,25.5,13.31
,18,22.09,23.51,14.77,12.76,26,36.02,16.56,17.4,3.4
,19,15.01,22.26,23.38,6.95,21.03,19.21,10.24,13.97,13.02
,20,15.63,0,33.88,7.9,29.82,21.32,9.34,5.05,5.81
,21,12.04,20.64,21.75,11.34,5.39,14.12,12.17,15.66,3
,22,8.16,0,8.55,3.2,12.43,9.79,6.91,12.9,3
,23,11.93,20.91,17.45,6.5,16.28,17.09,8.78,5.26,6.13
,24,12.91,20.76,17.62,13.15,24.09,11.49,9.78,10.54,9.18
,25,10.71,43.53,13.95,12.23,21.76,10.63,6.57,2.79,6.47
,26,11.75,62.16,35.73,13.39,15.18,10.85,7.15,5.36,6.14
,27,17.01,0,20.48,15.32,25.7,22.63,12.3,6.19,10.67
,28,17.39,21.55,28.04,13.98,34.09,16.54,15.88,2.8,12.93
,29,16.03,0,14.07,20.83,15.83,20.02,13.19,13.93,6.51
,30,12.2,19.75,8.42,12.61,14.26,15.19,13.68,2.54,2.93
,31,9.43,0,13.18,4.92,18.57,11.51,7.04,5.24,6.05
,32,10.57,45.2,9.73,7.26,18.42,10.21,9.66,5.65,9.78
,33,6.48,0,0,3.44,9.68,10.53,6.37,2.73,0
,34,6.6,0,0,0,9.84,6.89,10.24,5.52,6.34
,35,6.01,0,0,0,5.42,10.43,7.61,5.07,0
,36,7.67,0,0,3.21,15.71,9.03,7.63,7.67,2.94
,37,9.93,0,0,3.35,14.49,18.86,7.11,5.28,0
,38,13.9,37.31,8.23,7.62,16.81,20.62,13.08,2.45,8.49
,39,14.31,19.06,8.46,7.83,23.02,17.19,13.37,9.96,11.51
,40,15.17,21.48,33.41,6.92,20.73,22.66,10.86,8.15,0
,41,20.62,0,8.43,7.76,21.29,29.34,20.83,20.34,17.56
,42,21.89,19.51,13.1,20.94,29.5,26.26,19.99,16,12.26
,43,21.96,39.71,21.96,9.74,30.53,28.92,16.46,18.34,21.09
,44,16.56,39.36,17.48,12.9,24.93,17.57,14.51,15.72,9.04
,45,19.53,42.95,9.47,24.51,23.09,26.25,16.46,0,12.67
,46,23.61,38.78,17.33,7.92,38.21,34.69,20.97,7.65,11.76
,47,19.81,39.18,26.09,14.46,19.55,30.12,14.45,7.72,11.84
,48,27.78,39.24,42.88,27,26.38,32.62,29.94,12.85,8.73
,49,29.13,18.07,51.62,18.99,31.33,37.82,28.29,11.92,16.35
,50,48.54,0,56.01,50.05,68.12,42.65,51.57,43.5,35.86
,51,83.76,57.48,105.82,111.77,89.45,91.2,74.99,45.93,52.9
,52,93.62,216.54,145.27,100.84,92.03,95.71,91.42,61.99,63.87
,53,188.65,263.16,238.11,54.77,182.63,182.19,240.74,207.86,228.38
1999,1,271.49,132.68,115.18,115.82,290.34,272.27,324.78,321.6,415.75
,2,158.11,17.83,62.7,89.61,151.2,182.36,207.14,114.42,160.28
,3,105.36,85.91,117.4,101.54,101.99,93.96,126.47,112.17,80.7
,4,73.7,34.87,104.28,75.31,56.6,78.26,68.54,70.7,84.47
,5,55.89,87.98,66.24,45.99,62.27,64.14,59.44,39.84,23.67
,6,45.01,33.8,37.44,35.65,69.76,46.2,49.34,31.03,24.99
,7,47.72,50.22,40.88,28.57,47.78,58.34,50.38,46.39,34.86
,8,44.81,16.98,22.6,29.03,65.51,53.17,50.45,33.64,17.65
,9,36.18,0,22.48,31.52,46.52,47.98,36.71,15.49,14.97
,10,33.18,16.85,41.41,39.92,52.94,37.42,22.95,17.87,20.16
,11,29.03,32.46,18.13,22.53,39.04,40.19,26.41,15.06,9.69
,12,28.29,16.87,22.62,27.59,34.16,33.77,28.11,15.65,17.53
,13,23.12,34.23,34.16,16.69,34.67,22.09,25.01,15.98,12.93
,14,22.37,35.18,23.54,20.14,20.81,20.77,28.03,27.93,7.79
,15,17.89,0,14.85,10.85,15.3,27.31,15.99,15.29,9.84
,16,13.7,0,7.54,12.38,24.64,13.94,12.58,17.88,2.51
,17,11.15,17.3,7.68,11.18,14.04,14.16,11.99,0,5.07
,18,7.37,17.28,11.61,2.82,4.82,8.63,7.52,13.64,2.57
,19,7.86,0,3.84,4.18,18.88,6.74,10.53,2.26,2.52
,20,9.51,0,7.52,6.84,9.26,12.62,11.83,6.67,0
,21,13.45,0,17.47,20.56,21.24,9.73,13.63,10.19,5.69
,22,6.74,0,7.44,4.05,12.26,9.52,5.09,4.38,0
,23,10.55,0,7.51,8.16,18.47,10.79,12.48,6.64,2.5
,24,9.12,0,11.08,9.34,12.14,8.85,10.77,4.33,4.89
,25,9.49,17.8,19.69,8.56,14.43,11.32,7.61,0,5.07
,26,8.45,0,23.39,18.29,6.36,6.81,5.23,9.02,2.55
,27,8.63,17.57,11.71,5.64,7.93,10.5,7.48,11.31,5.11
,28,6.46,16.84,7.52,6.81,10.83,6.63,3.68,6.67,5.03
,29,7.38,0,18.35,0,10.62,11.19,5.75,6.56,0
,30,7.66,17.11,7.66,5.57,12.56,7.96,7.45,6.8,2.55
,31,5.5,0,7.42,1.35,9.14,7.15,3.64,4.41,7.48
,32,5.87,0,0,1.36,12.25,6.57,4.34,6.64,9.98
,33,6.43,0,7.32,1.33,7.51,7,8.48,4.32,7.31
,34,9.21,0,12.11,0,26.5,7.74,8.59,4.74,10.78
,35,7.05,0,3.73,1.35,10.65,10.09,7.88,4.35,2.45
,36,10.33,16.59,14.72,4.01,13.5,14.11,10.05,4.35,4.91
,37,11.92,16.49,14.6,11.91,20.85,15.08,9.83,0,2.42
,38,12.67,0,11,11.97,19.25,18.09,9.96,4.29,2.41
,39,15.53,0,15.22,6.92,24.33,21.8,15.6,2.25,7.58
,40,21.55,18.33,12.2,12.01,26.76,29.01,22.82,12.39,11.13
,41,21.02,0,11.06,14.83,29.84,22.8,26.69,13.06,9.74
,42,20.56,0,7.36,10.81,31.47,26.51,19.06,17.86,15.19
,43,19.62,17.24,7.46,2.73,22.89,20.81,21.96,37.89,20.2
,44,17.7,17.32,18.82,12.39,21.36,19.17,19.07,17.69,9.91
,45,19.39,0,35.69,10.24,19.35,25.89,16.57,19.03,10.63
,46,22.12,52.1,37.64,12.46,21.75,32.53,19.53,9.08,5.07
,47,30.71,71.19,53.95,18.3,48.91,31.32,26.4,25.22,20.6
,48,38.9,0,49.55,36.21,43.01,41.6,45.08,17.21,27.63
,49,46.78,115.43,66.1,27.12,71.36,47.78,47.62,39.9,19.55
,50,69.24,129.15,87.61,24.83,85.54,70.65,91.63,53.42,38.23
,51,124.46,143.2,126.84,59.01,101.9,132.44,152.7,128.14,144.41
,52,149.38,147.77,113.65,41.43,101.74,127.05,243.12,176.71,189.13
2000,1,225.69,169.33,124.63,39.99,145.61,205.06,352.77,321.76,322.52
,2,232.96,124.44,75.94,83.76,169.33,227.62,365.98,308.3,208.77
,3,114.38,56.13,96.71,58.59,95.41,121.98,160.69,107.98,84.2
,4,58.58,18.01,66,25.6,52.38,61.75,79.78,51.44,52.56
,5,45,0,20.54,24.07,53.6,50.77,59.43,34.46,30.56
,6,27.19,17.08,18.24,21.26,16.35,39.51,23.68,24.03,27.07
,7,19.77,0,14.49,13.22,22.2,27.77,19.94,8.68,12.34
,8,15.9,0,10.87,11.88,16.2,17.87,20.64,17.27,2.43
,9,12.75,17.4,7.44,13.56,10.64,17.1,11.63,11.06,4.95
,10,12.15,0,15.04,9.6,13.74,18.49,5.89,15.55,4.97
,11,11.88,17.02,10.99,16.05,14.88,13.37,8.64,6.57,9.82
,12,11.27,34.36,18.56,5.42,12.04,15.32,10.1,6.57,4.9
,13,14.38,33.08,14.22,16.81,17.4,14.66,15.24,6.35,7.15
,14,11.92,17.07,10.89,11.89,13.38,21.36,7.05,0,0
,15,13.92,0,15.02,10.96,21.45,20.24,10.21,6.7,2.5
,16,7.88,0,7.75,4.24,6.26,14.06,5.24,6.86,2.56
,17,11.93,18.04,11.44,5.54,9.33,18.73,10.35,2.25,15.16
,18,6.91,0,0,2.73,10.74,8.88,7.96,6.59,2.47
,19,7.81,0,3.66,6.65,7.51,9.27,9.19,6.5,4.9
,20,5.01,0,10.92,5.29,4.45,6.34,3.53,2.15,4.86
,21,9.85,17.79,3.81,6.92,12.25,13.2,10.23,6.65,2.49
,22,7.44,16.62,3.57,3.89,4.33,14.12,4.15,2.11,9.5
,23,9.31,17.45,11.14,1.35,10.57,10,15.06,2.19,4.87
,24,9.98,34.28,18.23,9.25,11.8,12.13,10.52,0,0
,25,6.44,0,0,5.33,5.93,13.45,2.85,4.33,0
,26,5.05,17.23,0,5.33,5.91,8.18,0.71,8.68,2.41
,27,6.67,17.01,18.12,10.47,7.26,5.17,5.61,4.26,2.37
,28,5.63,17,7.22,3.94,8.71,6.86,4.17,4.25,2.37
,29,7.37,0,7.27,9.2,2.92,9.79,10.52,0,0
,30,7.58,33.43,28.49,3.87,11.45,7.36,5.52,0,7
,31,5.35,50.35,0,6.42,8.56,5.06,5.45,2.08,0
,32,6.75,16.77,17.83,5.17,8.63,5.1,6.9,6.33,4.68
,33,4.07,0,0,2.59,11.53,4.55,2.77,0,4.71
,34,4.98,0,11.24,2.73,10.57,4.78,4.38,2.22,2.46
,35,4.24,16.99,3.56,2.61,11.56,3.96,2.09,4.25,2.34
,36,9.26,0,0,5.47,16.54,12.46,9.6,2.23,4.92
,37,5.84,0,0,1.32,10.12,6.86,7.05,6.54,2.41
,38,7.83,34.78,11.01,5.36,11.73,9.89,4.27,6.59,4.84
,39,9.37,16.62,3.51,6.42,19.7,8.37,8.25,8.48,9.4
,40,13.21,82.56,27.8,7.59,23.65,11.57,11.52,4.19,9.27
,41,19.89,0,21.16,10.28,32.4,21.77,18.5,19.04,16.38
,42,18.6,34.35,21.75,11.89,24.84,24.14,13.43,6.51,24.01
,43,14.21,0,3.56,2.6,17.24,22.01,11.82,12.73,16.5
,44,13.44,0,7.4,12.13,26.83,14.04,11.39,10.9,7.2
,45,17.4,17.12,32.83,13.26,27.79,20.7,12.02,12.97,7.19
